"Artifact ID","Title","Description","Submitted By","Submitted On","Last Modified","Closed","Group","Status","Category","Priority","Assigned To","In code","Item Link"
"artf1167","ClearEvent() behaviour","ClearEvent() shall clear the events of the calling task that are specified by the event mask. See 13.5.3.2 p61 (doc1002). [OSEK084]","Ken Tindell","03/08/2007 12:33 PM","02/08/2008 2:38 PM","02/08/2008 2:38 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1167/"
"artf1234","DeclareAlarm()","The DeclareAlarm() constructional element shall be provided. [OSEK151]","Ken Tindell","03/08/2007 1:27 PM","02/08/2008 2:43 PM","02/08/2008 2:43 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1234/"
"artf1232","DeclareResource()","The DeclareResource() constructional element shall be provided.  [OSEK149]","Ken Tindell","03/08/2007 1:26 PM","02/08/2008 2:43 PM","02/08/2008 2:43 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1232/"
"artf1154","E_OS_ACCESS returned from GetResource()","GetResource() shall return in extended status E_OS_ACCESS if the specified resource is already occupied or if the statically assigned priority of the calling task or ISR is higher than the ceiling of the resource. [OSEK071]","Ken Tindell","03/08/2007 12:24 PM","01/09/2008 5:17 PM","01/09/2008 5:17 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1154/"
"artf1136","Schedule() behaviour","Schedule() shall release all internal resources, perform a switch to a higher priority ready task (if any), then when the task resumes executing the internal resources shall be reacquired. [OSEK052]","Ken Tindell","03/08/2007 11:48 AM","02/11/2008 2:53 PM","02/11/2008 2:53 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1136/"
"artf1099","Rescheduling of non preemptive tasks","Rescheduling for non preemptive tasks shall be applied only in the 4 cases listed in 4.6.2 p22 (doc1002). [OSEK015]
","Ken Tindell","03/08/2007 11:22 AM","02/11/2008 2:55 PM","02/11/2008 2:55 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1099/"
"artf1070","Increment software counter on alarm expiry","The Operating System shall provide the ability to increment a software counter as an alternative action on alarm expiry. [OS301]","Ken Tindell","03/05/2007 10:29 PM","02/05/2008 2:13 PM","02/05/2008 2:13 PM","AUTOSAR OS 2.0","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1070/"
"artf1148","SuspendOSInterrupts() behaviour","SuspendOSInterrupts() shall raise (but not lower) the processor level to a point where all category 2 interrupts are prevented from being handled. See 13.3.2.6 p57 (doc1002). [OSEK064]

Can be called from a task, a category 2 ISR, a category 1 ISR.","Ken Tindell","03/08/2007 12:20 PM","02/11/2008 2:58 PM","02/11/2008 2:58 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1148/"
"artf1179","WaitEvent() shall in standard status return E_OK","WaitEvent() shall in standard status return E_OK. See 13.5.3.4 p62 (doc1002). [OSEK096]
","Ken Tindell","03/08/2007 12:40 PM","02/11/2008 4:28 PM","02/11/2008 4:28 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1179/"
"artf1221","OSDEFAULTAPPMODE","The symbol OSDEFAULTAPPMODE shall be defined as a default application mode. See 13.7.3 p67 (doc1002). [OSEK138]
","Ken Tindell","03/08/2007 1:18 PM","02/11/2008 4:33 PM","02/11/2008 4:33 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1221/"
"artf1214","StartOS() behaviour","StartOS() shall start the OS with the given application mode.
[OSEK131]","Ken Tindell","03/08/2007 1:12 PM","02/11/2008 4:41 PM","02/11/2008 4:41 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1214/"
"artf1219","Shutdown hook returns to ShutdownOS() which returns from StartOS()","When the shutdown hook returns the ShutdownOS() call shall cause the original call to StartOS() to return to the caller. This is an extension to the OSEK spec. [OSEK136]","Ken Tindell","03/08/2007 1:16 PM","02/11/2008 4:57 PM","02/11/2008 4:57 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1219/"
"artf1152","GetResource() shall be callable from a task or an ISR","GetResource() shall be callable from a task or an ISR. [OSEK069].","Ken Tindell","03/08/2007 12:24 PM","02/11/2008 5:19 PM","02/11/2008 5:19 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1152/"
"artf1039","Stack overflow detection","If a task/Category 2 ISR exceeds its specified stack usage, the Operating System shall be capable of detecting it. [OS067]
","Ken Tindell","03/05/2007 10:00 PM","02/20/2008 11:09 AM","02/20/2008 11:09 AM","AUTOSAR OS 2.0","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1039/"
"artf1088","The RTOS shall support more than one task at a priority.","The RTOS shall support more than one task at a priority. [OSEK004]","Ken Tindell","03/08/2007 11:14 AM","02/12/2008 11:51 AM","02/12/2008 11:51 AM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1088/"
"artf1043","No calling PostTaskHook on ShutdownOS()","If the PostTaskHook is configured, the Operating System shall not call the hook if ShutdownOS() is called. [OS071]
","Ken Tindell","03/05/2007 10:03 PM","01/09/2008 8:12 PM","01/09/2008 8:12 PM","AUTOSAR OS 2.0","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1043/"
"artf1086","The RTOS shall support multiple requesting of basic tasks","The RTOS shall support multiple requesting of basic tasks. [OSEK002]","Ken Tindell","03/08/2007 11:13 AM","02/12/2008 11:52 AM","02/12/2008 11:52 AM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1086/"
"artf1093","The RTOS shall support at least 1 alarm.","The RTOS shall support at least 1 alarm. [OSEK009]

","Ken Tindell","03/08/2007 11:16 AM","02/12/2008 11:53 AM","02/12/2008 11:53 AM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1093/"
"artf1087","The RTOS shall support at least 16 tasks.","The RTOS shall support at least 16 tasks. [OSEK003]","Ken Tindell","03/08/2007 11:14 AM","02/12/2008 5:40 PM","02/12/2008 5:40 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1087/"
"artf1090","The RTOS shall support at least 16 priority levels.","The RTOS shall support at least 16 priority levels. [OSEK006]","Ken Tindell","03/08/2007 11:15 AM","02/12/2008 5:41 PM","02/12/2008 5:41 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1090/"
"artf1125","ActivateTask() and READY","ActivateTask() shall transfer the specified task into the READY state. [OSEK041]
","Ken Tindell","03/08/2007 11:42 AM","01/09/2008 8:13 PM","01/09/2008 8:13 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1125/"
"artf1089","The RTOS shall support at least 8 events per task.","The RTOS shall support at least 8 events per task. [OSEK005]","Ken Tindell","03/08/2007 11:14 AM","02/12/2008 5:43 PM","02/12/2008 5:43 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1089/"
"artf1235","Provide an API for saving and restoring a DSP context.","Provide an API for saving and restoring a DSP context. The model is the setjmp/longjmp API in the standard C library, but instead saving the DSP registers (that otherwise are not included in the standard task context). See wiki1026.","Ken Tindell","03/08/2007 3:59 PM","04/12/2007 10:55 AM","04/12/2007 10:55 AM","OSEK OS","Deleted","","4","None","No","http://10.211.55.3/sf/go/artf1235/"
"artf1257","The RTOS shall implement dynamic length internal messages.","The RTOS shall implement dynamic length internal messages. An extension to the OSEK COM spec.

Replaced by artf1332.","Ken Tindell","03/08/2007 6:59 PM","03/19/2007 3:50 PM","03/19/2007 3:50 PM","OSEK COM","Replaced","","4","None","No","http://10.211.55.3/sf/go/artf1257/"
"artf1091","The RTOS shall support at least 8 resources.","The RTOS shall support at least 8 resources. [OSEK007]","Ken Tindell","03/08/2007 11:15 AM","02/12/2008 5:44 PM","02/12/2008 5:44 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1091/"
"artf1094","The RTOS shall support at least 1 application mode.","The RTOS shall support at least 1 application mode. [OSEK010]
","Ken Tindell","03/08/2007 11:16 AM","02/12/2008 5:45 PM","02/12/2008 5:45 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1094/"
"artf1092","The RTOS shall support at least 2 internal resources.","The RTOS shall support at least 2 internal resources. [OSEK008]","Ken Tindell","03/08/2007 11:15 AM","02/12/2008 5:46 PM","02/12/2008 5:46 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1092/"
"artf1210","Alarm bound to one task or callback","An alarm shall be statically bound to one callback function or one task. See 9.2 p36 (doc1002). [OSEK127]

Modified by AUTOSAR requirements for allowing also a counter increment as an alternative expiry action.","Ken Tindell","03/08/2007 1:09 PM","02/12/2008 5:49 PM","02/12/2008 5:49 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1210/"
"artf1277","InitMessage() and dynamic non-queued messages","InitMessage() shall initialize a dynamic received non-queued message object to zero values for the maximum size of the message. See 2.9.2.2.4 p47 (doc1004).

InitMessage() is required in CCCA upwards. See p59 doc1004.","Ken Tindell","03/08/2007 7:12 PM","03/20/2007 3:39 PM","03/19/2007 2:52 PM","OSEK COM","Deleted","","4","None","No","http://10.211.55.3/sf/go/artf1277/"
"artf1209","An alarm shall be statically bound to one counter","An alarm shall be statically bound to one counter. See 9.2 p36 (doc1002). [OSEK126]","Ken Tindell","03/08/2007 1:08 PM","02/12/2008 5:50 PM","02/12/2008 5:50 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1209/"
"artf1134","ChainTask() behaviour","ChainTask() shall behave as an call to ActivateTask() immediately (and atomically) followed by the function of TerminateTask(), returning E_OS_ID, E_OS_RESOURCE, E_OS_CALLEVEL and E_OS_LIMIT where appropriate. See 13.2.3.3 p51 (doc1002). [OSEK050]","Ken Tindell","03/08/2007 11:48 AM","01/09/2008 8:17 PM","01/09/2008 8:17 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1134/"
"artf1131","TerminateTask() shall release internal resources","TerminateTask() shall release any internal resources assigned to the task. [OSEK047]","Ken Tindell","03/08/2007 11:46 AM","02/12/2008 6:01 PM","02/12/2008 6:01 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1131/"
"artf1040","Stack fault processing","If a stack fault is detected by stack monitoring, the Operating System shall call the ShutdownOS() service with the status E_OS_STACKFAULT. [OS068]
","Ken Tindell","03/05/2007 10:01 PM","02/20/2008 11:09 AM","02/20/2008 11:09 AM","AUTOSAR OS 2.0","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1040/"
"artf1146","ResumeAllInterrupts() behaviour","ResumeAllInterrupts() shall permit nested Suspend/Resume calls and shall restore the processor level to the level at which the outermost SuspendAllInterrupts() call was made. See 13.3.2.5 p56 (doc1002). [OSEK062]","Ken Tindell","03/08/2007 11:55 AM","02/20/2008 11:57 AM","02/11/2008 3:01 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1146/"
"artf1122","E_OK is zero","The value of E_OK shall be 0. See 13.1 p49 (doc1002). [OSEK038].","Ken Tindell","03/08/2007 11:40 AM","01/09/2008 8:38 PM","01/09/2008 8:38 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1122/"
"artf1107","Alarm expiry behaves as if via an API call","The RTOS shall execute a task activation or an event setting associated with an alarm expiry with the same behavior as a normal task activation or event setting. See 9.2 p36 (doc1002). [OSEK023]

Also AUTOSAR requires that this is extended to include IncrementCounter() as a possible expiry action.","Ken Tindell","03/08/2007 11:27 AM","02/08/2008 2:25 PM","02/08/2008 2:25 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1107/"
"artf1140","GetTaskID() call context","GetTaskID() shall be callable from tasks, category 2 ISRs and hook functions. [OSEK056]","Ken Tindell","03/08/2007 11:51 AM","02/10/2008 11:57 PM","02/10/2008 11:57 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1140/"
"artf1135","Self-chain behaviour","A self-chain operation (i.e. the calling task and the chained task are the same) shall not result in an increased activation count and no return of E_OS_LIMIT shall occur. See 13.2.3.3 p51 (doc1002). [OSEK051]
","Ken Tindell","03/08/2007 11:48 AM","02/11/2008 2:47 PM","02/11/2008 2:47 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1135/"
"artf1253","The RTOS shall implement notification class 1.","The RTOS shall implement notification class 1. Derived from artf1251. See 2.6.1 p31 (doc1004). Replaced by artf1247, artf1248, artf1249 and artf1250.","Ken Tindell","03/08/2007 6:55 PM","03/14/2007 11:31 AM","03/08/2007 7:00 PM","OSEK COM","Replaced","","4","None","","http://10.211.55.3/sf/go/artf1253/"
"artf1251","The RTOS shall implement CCCB conformance class.","The RTOS shall implement CCCB conformance class. See Table 4-1 p60 (doc1004). Replaced by artf1252, artf1253, artf1254 and artf1255.","Ken Tindell","03/08/2007 6:54 PM","03/14/2007 11:31 AM","03/08/2007 7:01 PM","OSEK COM","Replaced","","4","None","","http://10.211.55.3/sf/go/artf1251/"
"artf1098","Resource locking","Resources shall be locked according to the ceiling protocol defined in 8.5 p31 (doc1002). [OSEK014]","Ken Tindell","03/08/2007 11:21 AM","03/14/2007 11:31 AM","03/08/2007 1:52 PM","OSEK OS","Replaced","","4","None","","http://10.211.55.3/sf/go/artf1098/"
"artf1302","Callouts","Callouts shall be defined according to the specification in 2.9.3.2 doc1004.","Ken Tindell","03/08/2007 7:26 PM","03/19/2007 2:14 PM","03/19/2007 2:14 PM","OSEK COM","Deleted","","4","None","No","http://10.211.55.3/sf/go/artf1302/"
"artf1292","SendDynamicMessage()","SendDynamicMessage() shall behave as SendMessage() except that a dynamically sized amount of data shall be sent. See 2.9.2.4.2 p51 doc1004. This is an extension to the OSEK COM spec.","Ken Tindell","03/08/2007 7:20 PM","03/19/2007 3:42 PM","03/19/2007 3:42 PM","OSEK COM","Deleted","","4","None","No","http://10.211.55.3/sf/go/artf1292/"
"artf1293","SendDynamicMessage()","SendDynamicMessage() shall in extended status return E_COM_LENGTH if the length parameter is outside the range 0 ..  predefined maximum message length. See 2.9.2.4.3 p52 doc1004. This is an extension to the OSEK COM spec.
","Ken Tindell","03/08/2007 7:21 PM","03/19/2007 3:43 PM","03/19/2007 3:43 PM","OSEK COM","Deleted","","4","None","No","http://10.211.55.3/sf/go/artf1293/"
"artf1294","ReceiveDynamicMessage()","ReceiveDynamicMessage() shall behave as ReceiveMessage() except that a dynamically sized amount of data shall be received. See 2.9.2.4.4 p53 doc1004. This is an extension to the OSEK COM spec.","Ken Tindell","03/08/2007 7:23 PM","03/19/2007 3:43 PM","03/19/2007 3:43 PM","OSEK COM","Deleted","","4","None","No","http://10.211.55.3/sf/go/artf1294/"
"artf1215","StartOS() and startup hook call","StartOS() shall call the startup hook (if configured) before starting the scheduler. See Figure 11-2 p42 (doc1002). [OSEK132]","Ken Tindell","03/08/2007 1:13 PM","02/11/2008 2:51 PM","02/11/2008 2:51 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1215/"
"artf1144","SuspendAllInterrupts() behaviour","SuspendAllInterrupts() shall raise the processor level to a point where all interrupts are prevented from being handled. See 13.3.2.4 p56 (doc1002). [OSEK060]","Ken Tindell","03/08/2007 11:53 AM","02/11/2008 2:58 PM","02/11/2008 2:58 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1144/"
"artf1147","EnableAllInterrupts behaviour","EnableAllInterrupts() shall restore the processor to the level prior to the corresponding disable call. See 13.3.2.1 p54 (doc1002). [OSEK063]
","Ken Tindell","03/08/2007 11:56 AM","02/11/2008 3:02 PM","02/11/2008 3:02 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1147/"
"artf1176","E_OS_STATE returned from GetEvent()","GetEvent() shall in extended status return E_OS_STATE if the task is in the SUSPENDED state. See 13.5.3.3 p61 (doc1002). [OSEK093]
","Ken Tindell","03/08/2007 12:39 PM","02/11/2008 3:20 PM","02/11/2008 3:20 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1176/"
"artf1174","E_OS_ID returned from GetEvent()","GetEvent() shall in extended status return E_OS_ID if the specified task is invalid. See 13.5.3.3 p61 (doc1002). [OSEK091]
","Ken Tindell","03/08/2007 12:37 PM","02/11/2008 3:21 PM","02/11/2008 3:21 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1174/"
"artf1188","Standard status returns from GetAlarm()","GetAlarm() shall in standard status return E_OK or E_OS_NOFUNC (indicating the alarm is not in use). See 13.6.3.2 p63 (doc1002). [OSEK105]","Ken Tindell","03/08/2007 12:46 PM","02/05/2008 12:32 PM","02/05/2008 12:32 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1188/"
"artf1071","E_OS_VALUE returned from SetRelAlarm()","If in a call to SetRelAlarm() the parameter “increment” is set to zero, the service shall return E_OS_VALUE in standard and extended status. [OS304]","Ken Tindell","03/05/2007 10:30 PM","02/05/2008 12:34 PM","02/05/2008 12:34 PM","AUTOSAR OS 2.0","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1071/"
"artf1193","E_OS_STATE returned from SetRelAlarm()","SetRelAlarm() shall in standard status return E_OS_STATE if the alarm is already running or E_OK if no other errors. [OSEK110]","Ken Tindell","03/08/2007 12:55 PM","02/05/2008 12:39 PM","02/05/2008 12:39 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1193/"
"artf1195","E_OS_VALUE returned from SetRelAlarm()","SetRelAlarm() shall in extended status return E_OS_VALUE if the values of the increment or cycle parameters are out of range. [OSEK112].","Ken Tindell","03/08/2007 12:56 PM","02/05/2008 12:53 PM","02/05/2008 12:53 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1195/"
"artf1192","SetRelAlarm() shall be callable from tasks and ISRs","SetRelAlarm() shall be callable from tasks and ISRs. 13.6.3.3 p64 (doc1002). [OSEK109]
","Ken Tindell","03/08/2007 12:54 PM","02/05/2008 12:57 PM","02/05/2008 12:57 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1192/"
"artf1198","SetAbsAlarm() shall be callable from tasks and ISRs","SetAbsAlarm() shall be callable from tasks and ISRs. [OSEK115]","Ken Tindell","03/08/2007 12:58 PM","02/05/2008 12:57 PM","02/05/2008 12:57 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1198/"
"artf1199","E_OS_STATE returned from SetAbsAlarm()","SetAbsAlarm() shall in standard status return E_OS_STATE if the alarm is in use or E_OK if no other errors. [OSEK116]
","Ken Tindell","03/08/2007 12:59 PM","02/05/2008 1:00 PM","02/05/2008 1:00 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1199/"
"artf1200","E_OS_VALUE returned from SetAbsAlarm()","SetAbsAlarm() shall in extended status return E_OS_VALUE if the values of the increment or cycle parameters are out of range. [OSEK117]
","Ken Tindell","03/08/2007 1:00 PM","02/05/2008 1:01 PM","02/05/2008 1:01 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1200/"
"artf1203","E_OS_NOFUNC returned from CancelAlarm()","CancelAlarm() shall in standard status return E_OS_NOFUNC if the alarm is not in use or E_OK if no other errors. [OSEK120]","Ken Tindell","03/08/2007 1:01 PM","02/05/2008 1:09 PM","02/05/2008 1:09 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1203/"
"artf1201","CancelAlarm() shall cancel the running alarm","CancelAlarm() shall cancel the running alarm. [OSEK118]
","Ken Tindell","03/08/2007 1:00 PM","02/05/2008 1:11 PM","02/05/2008 1:11 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1201/"
"artf1187","GetAlarm() behaviour","GetAlarm() shall, if the alarm is in use, indicate the number of ticks to expiry (via a passed reference). See 13.6.3.2 p63 (doc1002). [OSEK104]
","Ken Tindell","03/08/2007 12:45 PM","02/05/2008 1:14 PM","02/05/2008 1:14 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1187/"
"artf1202","CancelAlarm() shall be callable from tasks and ISRs","CancelAlarm() shall be callable from tasks and ISRs. [OSEK119]","Ken Tindell","03/08/2007 1:00 PM","02/05/2008 1:28 PM","02/05/2008 1:28 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1202/"
"artf1205","Counter constants generated by configuration tool","Constants of the form OSMAXALLOWEDVALUE_x, OSTICKSPERBASE_x and OSMINCYCLE_x shall be generated for each counter x for the corresponding values returned by GetAlarmBase(). [OSEK122]","Ken Tindell","03/08/2007 1:02 PM","02/05/2008 2:01 PM","02/05/2008 2:01 PM","OSEK OS","Tested","","4","None","No","http://10.211.55.3/sf/go/artf1205/"
"artf1132","E_OS_RESOURCE returned from TerminateTask()","TerminateTask() shall return E_OS_RESOURCE to the caller in extended status if the task is holding non-internal resources. [OSEK048].","Ken Tindell","03/08/2007 11:46 AM","01/09/2008 8:17 PM","01/09/2008 8:17 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1132/"
"artf1130","TerminateTask() shall terminate the calling task","TerminateTask() shall terminate the calling task, put the task state into SUSPENDED, and effect a reschedule. [OSEK046]","Ken Tindell","03/08/2007 11:45 AM","01/09/2008 8:17 PM","01/09/2008 8:17 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1130/"
"artf1137","E_OS_CALLEVEL returned from Schedule()","Schedule() shall in extended status return E_OS_CALLEVEL if called from a hook or ISR. [OSEK053]","Ken Tindell","03/08/2007 11:49 AM","01/09/2008 8:17 PM","01/09/2008 8:17 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1137/"
"artf1127","E_OS_LIMIT returned from ActivateTask()","ActivateTask() shall return E_OS_LIMIT in both standard and extended status if the number of outstanding task activations exceeds the predetermined limit. If E_OS_LIMIT is returned then the activation is ignored. [OSEK043]
","Ken Tindell","03/08/2007 11:43 AM","01/09/2008 8:17 PM","01/09/2008 8:17 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1127/"
"artf1133","E_OS_CALLEVEL returned from TerminateTask()","TerminateTask() shall return E_OS_CALLEVEL to the caller in extended status if the caller is an interrupt service routine or hook function. See 13.2.3.2 p51 (doc1002). [OSEK049].","Ken Tindell","03/08/2007 11:47 AM","01/09/2008 8:17 PM","01/09/2008 8:17 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1133/"
"artf1142","E_OS_ID returned from GetTaskState()","GetTaskState() shall in extended status return E_OS_ID if the parameter specifying the task is invalid and shall set the corresponding state to INVALID_TASK. [OSEK058]
","Ken Tindell","03/08/2007 11:51 AM","01/09/2008 8:19 PM","01/09/2008 8:19 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1142/"
"artf1165","E_OS_ID returned from SetEvent()","SetEvent() shall in extended status return E_OS_ID if the specified task is invalid. 13.5.3.1 p60 (doc1002). [OSEK082]","Ken Tindell","03/08/2007 12:31 PM","01/09/2008 8:19 PM","01/09/2008 8:19 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1165/"
"artf1326","E_OS_ID returned from ReleaseResource","E_OS_ID returned from ReleaseResource for an invalid resource handle. See 13.4.3.2 doc1002.","Ken Tindell","03/15/2007 3:31 PM","01/09/2008 8:19 PM","01/09/2008 8:19 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1326/"
"artf1183","GetAlarmBase() structure definition","GetAlarmBase() shall use a reference to a structure defined in 13.6.1 to indicate static details of the given alarm. See 13.6.3.1 p63 (doc1002). [OSEK100]","Ken Tindell","03/08/2007 12:43 PM","02/05/2008 2:02 PM","02/05/2008 2:02 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1183/"
"artf1184","GetAlarmBase() call environment","GetAlarmBase() shall be callable from tasks, category 2 ISRs and some hooks (see Figure 12). See also 13.6.3.1 p63 (doc1002). [OSEK101]","Ken Tindell","03/08/2007 12:44 PM","02/05/2008 2:05 PM","02/05/2008 2:05 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1184/"
"artf1038","Autoterminate on return from task entry function","If a task returns from its entry function without making a TerminateTask() or ChainTask() call, the Operating System shall terminate the task (and call the PostTaskHook if configured). [OS052]
","Ken Tindell","03/05/2007 10:00 PM","02/09/2008 6:13 PM","02/09/2008 6:13 PM","AUTOSAR OS 2.0","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1038/"
"artf1227","Shutdown hook declaration","The shutdown hook shall be declared as specified in 13.8.2.5 p69 (doc1002). [OSEK144]","Ken Tindell","03/08/2007 1:21 PM","02/11/2008 4:26 PM","02/11/2008 4:26 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1227/"
"artf1108","Alarm callback prototype","The prototype for an alarm callback function shall be as defined in 9.3 p37 (doc1002). [OSEK024]","Ken Tindell","03/08/2007 11:28 AM","02/05/2008 2:19 PM","02/05/2008 2:19 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1108/"
"artf1211","Alarm callbacks run at OS level","Alarm callback functions shall run at OS level (i.e. the level where all category 2 ISRs will not be handled). See 9.2 p36 (doc1002). [OSEK128]","Ken Tindell","03/08/2007 1:10 PM","02/05/2008 2:34 PM","02/05/2008 2:34 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1211/"
"artf1104","Multiple alarms bound to a counter","The RTOS shall support multiple alarms bound to a given counter. See 9.2 p36 (doc1002). [OSEK020]","Ken Tindell","03/08/2007 11:26 AM","02/05/2008 2:14 PM","02/05/2008 2:14 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1104/"
"artf1126","ActivateTask() clears events","ActivateTask() shall clear the events of the task if it is an extended task. [OSEK042]
","Ken Tindell","03/08/2007 11:43 AM","02/08/2008 2:07 PM","02/08/2008 2:07 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1126/"
"artf1220","ShutdownOS() shall stop counter ISRs","ShutdownOS() shall ensure that the counters will not run category 2 ISRs after the StartOS() call returns. This is an extension to the OSEK spec. [OSEK137].","Ken Tindell","03/08/2007 1:17 PM","02/05/2008 2:18 PM","02/05/2008 2:18 PM","OSEK OS","Deleted","","4","None","No","http://10.211.55.3/sf/go/artf1220/"
"artf1231","DeclareTask()","The DeclareTask() constructional element shall be provided. [OSEK148]","Ken Tindell","03/08/2007 1:26 PM","02/08/2008 2:43 PM","02/08/2008 2:43 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1231/"
"artf1106","Alarm callback and interrupt services","The system services SuspendAllInterrupts() and ResumeAllInterrupts() shall be callable from an alarm callback. See figure 12.1 p45 (doc1002). [OSEK022]","Ken Tindell","03/08/2007 11:27 AM","02/05/2008 2:36 PM","02/05/2008 2:36 PM","OSEK OS","Replaced","","4","None","Yes","http://10.211.55.3/sf/go/artf1106/"
"artf1233","DeclareEvent()","The DeclareEvent() constructional element shall be provided. [OSEK150]","Ken Tindell","03/08/2007 1:26 PM","02/08/2008 2:44 PM","02/08/2008 2:44 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1233/"
